2.12029	22.5	3.69056	0.0415028
2.12029	25	2.61666	0.0297271
2.12029	28.7418	1.60602	0.0198676
2.12029	34.6301	0.85749	0.0100477
2.12029	35	0.81682	0.00825901
2.12029	40	0.511562	0.00543409
2.12029	40.6107	0.488151	0.00541842
2.12029	45	0.32439	0.0036266
2.12029	52.9895	0.170369	0.00205977
2.12029	55	0.15057	0.00202211
2.12029	59.4976	0.112882	0.00180829
2.12029	60	0.107882	0.00163676
2.12029	65	0.0792594	0.00140866
2.12029	66.3388	0.0735203	0.00135429
2.12029	75	0.0468701	0.0010962
2.12029	81.7628	0.0346248	0.000670116
2.12029	86.2326	0.0277935	0.000873563
2.12029	90	0.0232278	0.000866046
2.12868	22.5	3.58244	0.041677
2.12868	25	2.49989	0.0275726
2.12868	28.7418	1.64064	0.0222363
2.12868	30	1.35776	0.0147901
2.12868	34.6301	0.844236	0.00915798
2.12868	35	0.804718	0.00886044
2.12868	40	0.49931	0.00555364
2.12868	40.6106	0.472347	0.00522738
2.12868	55	0.14982	0.00204708
2.12868	59.4976	0.111564	0.0018539
2.12868	60	0.108905	0.0015476
2.12868	65	0.0777659	0.00141612
2.12868	66.3387	0.0730727	0.00160314
2.12868	73.671	0.0495858	0.000867822
2.12868	81.7627	0.0332956	0.000931801
2.12868	86.2326	0.028256	0.000745012
2.13708	22.5	3.4796	0.0425139
2.13708	25	2.46873	0.0273203
2.13708	28.7418	1.55043	0.0171289
2.13708	30	1.36091	0.0161576
2.13708	34.6301	0.853536	0.00935712
2.13708	35	0.785997	0.0091239
2.13708	40	0.490528	0.0055645
2.13708	40.6106	0.478943	0.00542604
2.13708	45	0.323696	0.00437711
2.13708	52.9894	0.171236	0.00319066
2.13708	55	0.150405	0.00197777
2.13708	59.4975	0.111777	0.00166829
2.13708	60	0.104513	0.00156827
2.13708	65	0.0761888	0.00133388
2.13708	66.3387	0.0705092	0.00125374
2.13708	73.6709	0.0498877	0.00106815
2.13708	81.7627	0.0325197	0.000954191
2.13708	86.2325	0.0278843	0.000683542
