2.60869	22.5	2.54485	0.0249939
2.60869	25	1.98808	0.0202793
2.60869	28.7399	1.21021	0.0139768
2.60869	34.6279	0.666212	0.00777566
2.60869	35	0.649442	0.00674478
2.60869	40	0.411494	0.00471656
2.60869	40.6082	0.384152	0.00468215
2.60869	45	0.261921	0.00345476
2.60869	52.9868	0.140305	0.00186869
2.60869	55	0.118331	0.00188904
2.60869	59.4948	0.0879416	0.00129443
2.60869	60	0.0815411	0.00152692
2.60869	65	0.0635463	0.00139049
2.60869	66.336	0.0577102	0.000806978
2.60869	75	0.0363049	0.0011608
2.60869	81.76	0.027623	0.00103376
2.60869	86.2298	0.0223145	0.000956668
2.60869	90	0.0192372	0.000805573
2.61624	22.5	2.67845	0.0257035
2.61624	25	1.90141	0.0189022
2.61624	28.7399	1.24001	0.0136694
2.61624	30	1.06095	0.0104344
2.61624	34.6279	0.665226	0.00767496
2.61624	35	0.633593	0.00659001
2.61624	40	0.407876	0.004982
2.61624	40.6082	0.374098	0.00458989
2.61624	55	0.116594	0.00188058
2.61624	59.4948	0.0899838	0.00133602
2.61624	60	0.0852618	0.00207987
2.61624	65	0.0633296	0.00133856
2.61624	66.3359	0.0583278	0.00103389
2.61624	73.6681	0.0406295	0.000769609
2.61624	81.7599	0.027818	0.000840367
2.61624	86.2298	0.023265	0.000916498
2.62378	22.5	2.68089	0.0273141
2.62378	25	1.83927	0.0177604
2.62378	28.7399	1.20143	0.0150198
2.62378	30	1.07946	0.0105851
2.62378	34.6279	0.683053	0.00785173
2.62378	35	0.629303	0.0066334
2.62378	40	0.392052	0.00480861
2.62378	40.6082	0.389656	0.00477234
2.62378	45	0.256937	0.0032579
2.62378	52.9867	0.13411	0.00215981
2.62378	55	0.118167	0.00216067
2.62378	59.4948	0.0885045	0.00126244
2.62378	60	0.0823074	0.00153931
2.62378	65	0.0608238	0.00134772
2.62378	66.3359	0.0559716	0.000888771
2.62378	73.6681	0.0397632	0.000868634
2.62378	81.7599	0.0262785	0.00108781
2.62378	86.2297	0.0237836	0.0010225
