   4.2972e-01   2.0167e+00   1.1661e+02   2.1984e-01   2.5961e+02
   4.3015e-01   2.0171e+00   1.1661e+02   2.1943e-01   2.5835e+02
   4.3058e-01   2.0176e+00   1.1661e+02   2.1901e-01   2.5710e+02
   4.3101e-01   2.0180e+00   1.1661e+02   2.1860e-01   2.5586e+02
   4.3144e-01   2.0184e+00   1.1661e+02   2.1818e-01   2.5463e+02
   4.3187e-01   2.0189e+00   1.1661e+02   2.1777e-01   2.5340e+02
   4.3230e-01   2.0193e+00   1.1661e+02   2.1736e-01   2.5219e+02
   4.3273e-01   2.0197e+00   1.1661e+02   2.1695e-01   2.5098e+02
   4.3316e-01   2.0202e+00   1.1661e+02   2.1655e-01   2.4977e+02
   4.3359e-01   2.0206e+00   1.1661e+02   2.1614e-01   2.4858e+02
   4.3401e-01   2.0210e+00   1.1661e+02   2.1573e-01   2.4739e+02
   4.3444e-01   2.0214e+00   1.1661e+02   2.1533e-01   2.4621e+02
   4.3487e-01   2.0219e+00   1.1661e+02   2.1493e-01   2.4504e+02
   4.3530e-01   2.0223e+00   1.1661e+02   2.1453e-01   2.4387e+02
   4.3573e-01   2.0227e+00   1.1661e+02   2.1412e-01   2.4271e+02
   4.3616e-01   2.0232e+00   1.1661e+02   2.1373e-01   2.4156e+02
   4.3659e-01   2.0236e+00   1.1661e+02   2.1333e-01   2.4042e+02
   4.3702e-01   2.0240e+00   1.1661e+02   2.1293e-01   2.3928e+02
   4.3745e-01   2.0245e+00   1.1661e+02   2.1254e-01   2.3815e+02
   4.3788e-01   2.0249e+00   1.1661e+02   2.1214e-01   2.3703e+02
   4.3831e-01   2.0253e+00   1.1661e+02   2.1175e-01   2.3591e+02
   4.3874e-01   2.0257e+00   1.1661e+02   2.1136e-01   2.3480e+02
   4.3917e-01   2.0262e+00   1.1661e+02   2.1097e-01   2.3370e+02
   4.3960e-01   2.0266e+00   1.1661e+02   2.1058e-01   2.3260e+02
   4.4003e-01   2.0270e+00   1.1661e+02   2.1019e-01   2.3151e+02
   4.4046e-01   2.0275e+00   1.1661e+02   2.0980e-01   2.3043e+02
   4.4089e-01   2.0279e+00   1.1661e+02   2.0941e-01   2.2936e+02
   4.4132e-01   2.0283e+00   1.1661e+02   2.0903e-01   2.2829e+02
   4.4175e-01   2.0287e+00   1.1661e+02   2.0864e-01   2.2722e+02
   4.4218e-01   2.0292e+00   1.1661e+02   2.0826e-01   2.2617e+02
   4.4261e-01   2.0296e+00   1.1661e+02   2.0788e-01   2.2512e+02
   4.4304e-01   2.0300e+00   1.1661e+02   2.0750e-01   2.2407e+02
   4.4347e-01   2.0305e+00   1.1661e+02   2.0712e-01   2.2304e+02
   4.4390e-01   2.0309e+00   1.1661e+02   2.0674e-01   2.2201e+02
   4.4433e-01   2.0313e+00   1.1661e+02   2.0637e-01   2.2098e+02
   4.4476e-01   2.0318e+00   1.1661e+02   2.0599e-01   2.1996e+02
   4.4519e-01   2.0322e+00   1.1661e+02   2.0562e-01   2.1895e+02
   4.4562e-01   2.0326e+00   1.1661e+02   2.0524e-01   2.1794e+02
   4.4605e-01   2.0330e+00   1.1661e+02   2.0487e-01   2.1694e+02
   4.4648e-01   2.0335e+00   1.1661e+02   2.0450e-01   2.1595e+02
   4.4691e-01   2.0339e+00   1.1661e+02   2.0413e-01   2.1496e+02
   4.4734e-01   2.0343e+00   1.1661e+02   2.0376e-01   2.1398e+02
   4.4777e-01   2.0348e+00   1.1661e+02   2.0339e-01   2.1300e+02
   4.4820e-01   2.0352e+00   1.1661e+02   2.0302e-01   2.1203e+02
   4.4863e-01   2.0356e+00   1.1661e+02   2.0266e-01   2.1107e+02
   4.4906e-01   2.0361e+00   1.1661e+02   2.0229e-01   2.1011e+02
   4.4948e-01   2.0365e+00   1.1661e+02   2.0193e-01   2.0916e+02
   4.4991e-01   2.0369e+00   1.1661e+02   2.0156e-01   2.0821e+02
   4.5034e-01   2.0373e+00   1.1661e+02   2.0120e-01   2.0727e+02
   4.5077e-01   2.0378e+00   1.1661e+02   2.0084e-01   2.0633e+02
   4.5120e-01   2.0382e+00   1.1661e+02   2.0048e-01   2.0540e+02
   4.5163e-01   2.0386e+00   1.1661e+02   2.0012e-01   2.0447e+02
   4.5206e-01   2.0391e+00   1.1661e+02   1.9977e-01   2.0355e+02
   4.5249e-01   2.0395e+00   1.1661e+02   1.9941e-01   2.0264e+02
   4.5292e-01   2.0399e+00   1.1661e+02   1.9906e-01   2.0173e+02
   4.5335e-01   2.0404e+00   1.1661e+02   1.9870e-01   2.0083e+02
   4.5378e-01   2.0408e+00   1.1661e+02   1.9835e-01   1.9993e+02
   4.5421e-01   2.0412e+00   1.1661e+02   1.9800e-01   1.9903e+02
   4.5464e-01   2.0416e+00   1.1661e+02   1.9764e-01   1.9815e+02
   4.5507e-01   2.0421e+00   1.1661e+02   1.9729e-01   1.9726e+02
   4.5550e-01   2.0425e+00   1.1661e+02   1.9694e-01   1.9639e+02
   4.5593e-01   2.0429e+00   1.1661e+02   1.9660e-01   1.9551e+02
   4.5636e-01   2.0434e+00   1.1661e+02   1.9625e-01   1.9465e+02
   4.5679e-01   2.0438e+00   1.1661e+02   1.9590e-01   1.9378e+02
   4.5722e-01   2.0442e+00   1.1661e+02   1.9556e-01   1.9293e+02
   4.5765e-01   2.0446e+00   1.1661e+02   1.9521e-01   1.9208e+02
   4.5808e-01   2.0451e+00   1.1661e+02   1.9487e-01   1.9123e+02
   4.5851e-01   2.0455e+00   1.1661e+02   1.9453e-01   1.9039e+02
   4.5894e-01   2.0459e+00   1.1661e+02   1.9419e-01   1.8955e+02
   4.5937e-01   2.0464e+00   1.1661e+02   1.9385e-01   1.8872e+02
   4.5980e-01   2.0468e+00   1.1661e+02   1.9351e-01   1.8789e+02
   4.6023e-01   2.0472e+00   1.1661e+02   1.9317e-01   1.8706e+02
   4.6066e-01   2.0477e+00   1.1661e+02   1.9283e-01   1.8625e+02
   4.6109e-01   2.0481e+00   1.1661e+02   1.9250e-01   1.8543e+02
   4.6152e-01   2.0485e+00   1.1661e+02   1.9216e-01   1.8462e+02
   4.6195e-01   2.0489e+00   1.1661e+02   1.9183e-01   1.8382e+02
   4.6238e-01   2.0494e+00   1.1661e+02   1.9149e-01   1.8302e+02
   4.6281e-01   2.0498e+00   1.1661e+02   1.9116e-01   1.8222e+02
   4.6324e-01   2.0502e+00   1.1661e+02   1.9083e-01   1.8143e+02
   4.6367e-01   2.0507e+00   1.1661e+02   1.9050e-01   1.8065e+02
   4.6410e-01   2.0511e+00   1.1661e+02   1.9017e-01   1.7987e+02
   4.6452e-01   2.0515e+00   1.1661e+02   1.8984e-01   1.7909e+02
   4.6495e-01   2.0520e+00   1.1661e+02   1.8951e-01   1.7832e+02
   4.6538e-01   2.0524e+00   1.1661e+02   1.8918e-01   1.7755e+02
   4.6581e-01   2.0528e+00   1.1661e+02   1.8886e-01   1.7678e+02
   4.6624e-01   2.0532e+00   1.1661e+02   1.8853e-01   1.7602e+02
   4.6667e-01   2.0537e+00   1.1661e+02   1.8821e-01   1.7527e+02
   4.6710e-01   2.0541e+00   1.1661e+02   1.8789e-01   1.7452e+02
   4.6753e-01   2.0545e+00   1.1661e+02   1.8756e-01   1.7377e+02
   4.6796e-01   2.0550e+00   1.1661e+02   1.8724e-01   1.7303e+02
   4.6839e-01   2.0554e+00   1.1661e+02   1.8692e-01   1.7229e+02
   4.6882e-01   2.0558e+00   1.1661e+02   1.8660e-01   1.7156e+02
   4.6925e-01   2.0563e+00   1.1661e+02   1.8628e-01   1.7083e+02
   4.6968e-01   2.0567e+00   1.1661e+02   1.8597e-01   1.7010e+02
   4.7011e-01   2.0571e+00   1.1661e+02   1.8565e-01   1.6938e+02
   4.7054e-01   2.0575e+00   1.1661e+02   1.8533e-01   1.6866e+02
   4.7097e-01   2.0580e+00   1.1661e+02   1.8502e-01   1.6795e+02
   4.7140e-01   2.0584e+00   1.1661e+02   1.8470e-01   1.6724e+02
   4.7183e-01   2.0588e+00   1.1661e+02   1.8439e-01   1.6653e+02
